PRODUCT_TYPE_ID;PRD_TYPE_ADD_TO_CART;"DATE_CREATED";"DATE_MODIFIED";"UPDT_ID";"PRD_TYPE_CODE"
1;;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;"GENERAL"
