DESCRIPTION_ID;"DATE_CREATED";"DATE_MODIFIED";"UPDT_ID";"DESCRIPTION";"NAME";"TITLE";LANGUAGE_ID;ZONE_ID
507;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Soria";;2;155
508;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Freiburg";;1;156
509;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Freiburg";;2;156
510;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Rheinland-Pfalz";;1;157
511;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Rheinland-Pfalz";;2;157
512;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Ourense";;1;158
513;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Ourense";;2;158
514;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Wisconsin";;1;159
515;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Wisconsin";;2;159
516;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Ohio";;1;160
517;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Ohio";;2;160
518;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Georgia";;1;161
519;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Georgie";;2;161
520;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Murcia";;1;162
521;"2017-04-16 22:59:09";"2017-04-16 22:59:09";;;"Murcia";;2;162
522;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Oklahoma";;1;163
523;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Oklahoma";;2;163
524;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Genf";;1;164
525;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Genf";;2;164
526;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"West Virginia";;1;165
527;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"West Virginia";;2;165
528;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Ontario";;1;166
529;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Ontario";;2;166
530;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Oberosterreich";;1;167
531;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Oberosterreich";;2;167
532;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Wyoming";;1;168
533;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Wyoming";;2;168
534;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Burgenland";;1;169
535;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Burgenland";;2;169
536;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Avila";;1;170
537;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Avila";;2;170
538;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Oregon";;1;171
539;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Oregon";;2;171
540;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Salamanca";;1;172
541;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Salamanca";;2;172
542;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Glarus";;1;173
543;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Glarus";;2;173
544;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Baleares";;1;174
545;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Baleares";;2;174
546;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Obwalden";;1;175
547;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Obwalden";;2;175
548;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Graubnden";;1;176
549;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Graubnden";;2;176
550;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Guam";;1;177
551;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Guam";;2;177
552;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Pennsylvania";;1;178
553;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Pennsylvanie";;2;178
554;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Victoria";;1;179
555;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Victoria";;2;179
556;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Bremen";;1;180
557;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Bremen";;2;180
558;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Prince Edward Island";;1;181
559;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Île-du-Prince-Édouard";;2;181
560;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Brandenburg";;1;182
561;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Brandenburg";;2;182
562;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Hessen";;1;183
563;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Hessen";;2;183
564;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Almeria";;1;184
565;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Almeria";;2;184
566;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Baden-Wrttemberg";;1;185
567;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Baden-Wrttemberg";;2;185
568;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Bayern";;1;186
569;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Bayern";;2;186
570;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Navarra";;1;187
571;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Navarra";;2;187
572;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Valencia";;1;188
573;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Valencia";;2;188
574;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Schleswig-Holstein";;1;189
575;"2017-04-16 22:59:10";"2017-04-16 22:59:10";;;"Schleswig-Holstein";;2;189
